Index	Label	Type	Name	ID	Integral [QL]	Area [pixel]	Bkg [QL]	Integral-Bkg [QL]	Integral/Area [QL/mm²]	Integral/Area-Bkg [QL/mm²]	Median [QL]	Median-Bkg [QL]	Normalized [%]	Normalized-Bkg [%]	Average [QL]	Average-Bkg [QL]	Average [%]	Average-Bkg [%]	Deviation [QL]	Deviation [%]	Deviation-Bkg [QL]	Deviation-Bkg [%]	Homogeneity [%]	Quality
183	1-9,7			131C19	205560.0	208	85072.0	120488.0	9882692.3	5792692.3	521.5	112.5	--	--	--	--	--	--	--	--	--	--	52.0	
184	1-9,8			104O2	122786.0	208	85488.0	37298.0	5903173.1	1793173.1	543.5	132.5	--	--	--	--	--	--	--	--	--	--	31.3	
185	1-9,9			18H14	530415.0	208	86216.0	444199.0	25500721.2	21355721.2	1598.0	1183.5	--	--	--	--	--	--	--	--	--	--	13.5	
186	1-9,10			122C1	115820.0	208	91416.0	24404.0	5568269.2	1173269.2	519.5	80.0	--	--	--	--	--	--	--	--	--	--	30.5	
187	1-9,11			126K14	152009.0	208	87048.0	64961.0	7308125.0	3123125.0	555.5	137.0	--	--	--	--	--	--	--	--	--	--	35.6	
188	1-9,12			72C1	824534.0	208	88816.0	735718.0	39641057.7	35371057.7	1884.0	1457.0	--	--	--	--	--	--	--	--	--	--	16.0	
189	1-9,13			33M13	513963.0	208	91936.0	422027.0	24709759.6	20289759.6	2216.5	1774.5	--	--	--	--	--	--	--	--	--	--	7.7	
190	1-9,14			105G1	159095.0	208	91728.0	67367.0	7648798.1	3238798.1	656.0	215.0	--	--	--	--	--	--	--	--	--	--	18.0	
191	1-9,15			50C15	521006.0	208	89128.0	431878.0	25048365.4	20763365.4	962.5	534.0	--	--	--	--	--	--	--	--	--	--	0.7	
192	1-9,16			98O2	333603.0	208	93288.0	240315.0	16038605.8	11553605.8	897.5	449.0	--	--	--	--	--	--	--	--	--	--	5.7	
193	1-9,17			117N5	143673.0	208	91520.0	52153.0	6907355.8	2507355.8	549.5	109.5	--	--	--	--	--	--	--	--	--	--	31.2	
194	1-9,18			62E1	239497.0	208	88712.0	150785.0	11514278.8	7249278.8	648.0	221.5	--	--	--	--	--	--	--	--	--	--	0.9	
195	1-9,19			176K10	280563.0	208	93912.0	186651.0	13488605.8	8973605.8	857.0	405.5	--	--	--	--	--	--	--	--	--	--	37.1	
196	1-9,20			113G1	150963.0	208	90792.0	60171.0	7257836.5	2892836.5	609.0	172.5	--	--	--	--	--	--	--	--	--	--	19.5	
197	1-9,21			124O13	128856.0	208	97968.0	30888.0	6195000.0	1485000.0	549.5	78.5	--	--	--	--	--	--	--	--	--	--	28.8	
198	1-9,22			169I1	613494.0	208	99840.0	513654.0	29494903.8	24694903.8	1789.0	1309.0	--	--	--	--	--	--	--	--	--	--	4.2	
